30	89	53	54	30	64	33
90	27	70	49	82	89	19
75	74	10	40	99	17	36
54	43	89	100	46	20	90
94	99	65	100	56	22	94
18	88	27	61	68	66	32
40	87	13	96	85	49	61
30	64	11	70	42	43	99
56	75	30	86	65	61	49
100	61	81	29	91	24	42
66	65	13	23	17	17	18
68	93	44	48	26	95	75
58	14	42	83	77	71	56
84	92	99	63	65	55	72
40	63	54	60	26	35	35
35	41	94	47	36	34	93
11	85	97	15	53	48	19
87	83	54	84	92	13	92
92	93	45	23	39	18	83
66	54	41	53	71	76	69
85	56	73	38	38	79	79
48	49	14	38	57	30	21
81	30	44	19	45	37	36
68	60	96	70	100	93	90
38	28	74	34	35	99	76
25	64	12	72	70	73	15
65	82	44	99	12	60	86
30	78	31	69	67	17	11
41	11	58	16	98	18	23
28	77	54	66	68	78	59
27	89	15	37	56	79	19
72	70	82	49	74	57	44
10	46	41	77	29	65	34
61	70	64	96	48	16	77
51	57	98	47	45	42	86
100	81	58	65	35	68	39
52	14	96	24	10	68	62
82	89	46	89	50	57	29
84	45	27	70	27	63	63
14	43	67	99	82	38	83
96	42	50	58	100	66	96
15	68	41	83	43	96	83
71	68	87	34	72	47	97
63	28	91	40	73	10	82
89	18	59	89	73	30	61
52	64	94	85	68	49	18
79	28	42	64	18	23	80
30	51	12	31	22	47	24
85	83	71	19	51	61	64
70	82	26	83	75	49	99
63	62	83	15	17	50	61
99	19	64	50	22	88	45
39	10	48	88	80	98	42
91	34	17	57	78	50	95
71	11	40	24	66	95	41
79	33	31	34	55	57	15
20	90	48	13	61	45	13
43	42	52	20	67	88	11
32	92	32	31	71	45	97
56	74	36	54	68	35	10
90	45	20	26	23	55	48
58	41	84	11	92	69	39
83	30	52	23	51	95	73
57	87	82	96	32	66	63
35	41	75	33	46	53	61
81	52	43	78	41	38	32
96	18	82	93	79	93	89
55	36	19	73	76	96	61
80	86	26	22	23	54	12
86	74	89	44	77	55	84
45	36	96	50	13	41	15
39	16	50	61	43	34	95
39	40	13	21	81	87	70
75	89	91	22	55	78	13
77	42	17	50	69	44	96
91	84	36	92	67	34	59
23	99	24	24	69	69	66
34	99	68	40	40	61	29
13	47	69	38	81	96	74
78	82	66	48	42	53	65
81	38	18	88	77	43	76
52	66	94	41	52	41	32
97	53	20	69	47	79	15
22	73	15	17	55	53	78
67	76	59	81	94	74	25
93	33	17	60	16	52	45
82	67	26	72	17	20	97
26	88	19	22	41	28	15
66	50	60	50	86	52	30
32	10	48	33	90	33	26
13	43	26	96	12	67	39
15	68	51	15	26	72	43
52	42	36	95	47	83	99
39	70	12	28	12	56	43
15	98	37	88	45	66	96
84	60	17	78	10	52	66
23	70	17	46	86	100	20
86	88	97	89	24	67	48
12	84	68	58	57	65	65
44	16	38	11	28	56	42
96	37	38	90	39	42	97
26	79	16	27	61	88	32
55	27	97	74	89	19	47
98	31	61	57	98	88	15
62	34	91	90	83	22	47
70	98	49	29	38	100	59
43	82	74	22	51	14	33
68	25	18	74	83	48	85
17	13	26	44	84	72	18
14	51	22	89	89	13	80
26	30	32	96	51	67	82
85	27	32	96	87	80	76
50	89	51	88	33	31	18
18	41	96	69	70	23	87
72	54	91	58	11	33	18
65	86	85	38	29	48	26
20	53	34	77	71	41	77
59	70	72	75	75	23	78
65	22	17	69	58	99	88
55	22	74	24	78	13	55
100	100	20	78	24	83	71
40	96	67	46	28	27	25
63	30	49	50	84	46	24
71	84	64	20	56	24	73
79	85	69	64	88	15	69
14	14	44	16	25	79	15
22	36	33	28	98	45	46
66	23	84	25	20	41	66
17	42	63	90	23	35	11
100	39	30	67	42	92	79
46	82	94	45	98	75	65
24	91	17	83	44	96	80
36	18	60	52	70	54	28
75	90	89	23	82	18	92
39	75	61	100	21	80	33
88	36	88	93	90	49	52
31	21	84	36	56	50	42
87	95	37	92	71	36	73
10	48	87	29	97	56	70
52	12	48	41	65	98	15
54	67	13	91	90	99	42
78	97	61	56	85	30	68
100	12	86	66	82	70	33
74	62	67	100	53	40	49
98	53	94	78	53	76	89
100	65	40	83	85	100	19
40	83	27	18	22	39	79
77	32	49	10	54	17	76
70	83	98	32	59	70	56
47	36	68	94	45	95	90
11	33	36	57	22	17	81
72	90	27	51	79	61	23
44	51	46	13	84	83	31
91	80	34	78	22	63	43
78	23	64	86	65	90	61
56	11	74	70	60	16	81
33	75	19	22	33	67	100
67	38	66	32	63	21	100
86	77	57	89	39	39	28
82	29	53	72	59	53	68
44	56	41	40	67	61	18
27	14	49	66	87	50	32
86	64	19	58	81	63	44
96	84	84	11	87	76	87
21	44	68	52	47	36	86
42	74	91	95	10	90	46
58	33	13	83	20	18	77
91	33	57	25	23	42	64
61	57	26	73	13	20	30
28	67	42	46	81	96	85
56	32	96	90	42	60	53
82	57	85	90	58	46	28
95	79	76	97	81	79	97
41	21	64	32	95	82	98
15	81	59	91	90	75	100
65	12	38	74	83	32	30
88	36	37	38	30	71	86
63	75	19	63	86	35	32
80	99	39	21	45	43	13
66	72	26	48	88	37	75
10	43	20	69	16	68	37
71	65	51	40	69	23	85
29	48	11	94	17	13	67
32	61	49	42	78	12	82
54	99	71	72	64	63	23
32	11	20	56	92	62	34
41	42	42	76	85	26	34
97	30	33	77	71	77	25
58	75	57	67	36	31	32
47	93	96	51	10	33	12
52	44	14	79	74	38	91
10	50	12	14	10	73	89
27	42	60	36	47	43	94
47	66	43	92	34	69	96
60	24	90	39	31	50	83
18	33	57	86	100	100	42
28	13	41	47	52	82	86
56	12	62	68	85	68	71
81	77	97	58	45	19	46
38	30	66	84	70	94	21
99	41	70	57	57	69	59
93	37	12	88	54	66	16
25	15	100	91	45	54	90
100	37	45	72	68	10	64
55	77	75	86	48	44	18
47	60	49	96	13	82	13
79	93	17	96	24	90	77
60	70	31	21	64	31	56
25	54	80	91	19	43	54
16	24	86	87	92	64	66
83	24	45	91	13	14	70
26	86	98	93	67	59	94
98	87	90	92	44	60	68
53	68	50	12	74	94	78
14	69	10	65	25	98	99
82	34	15	100	44	81	36
27	59	57	56	89	64	13
19	26	91	16	66	22	53
72	62	25	74	71	51	11
67	30	55	96	48	63	84
16	27	21	50	10	63	99
16	27	38	71	86	63	58
57	52	26	68	58	50	62
46	83	75	10	27	97	59
81	46	94	22	44	51	98
60	62	61	86	59	15	46
33	68	32	42	58	34	50
48	10	22	26	27	28	100
27	31	22	36	38	32	40
64	84	88	82	64	84	16
94	51	66	74	51	21	55
90	93	51	87	75	13	90
62	79	65	75	12	55	25
60	46	27	69	29	14	12
48	60	25	28	32	58	76
65	12	79	64	92	51	60
99	41	86	26	27	52	96
82	25	28	47	10	56	58
93	92	21	18	34	97	95
14	58	45	23	58	62	24
46	69	100	64	33	63	69
86	100	77	88	54	63	50
46	68	87	43	97	94	50
58	50	51	41	63	89	50
12	91	31	85	36	75	22
63	48	59	39	49	40	44
79	57	51	15	21	12	15
46	80	56	44	39	19	26
13	76	15	61	96	16	21
20	64	99	81	47	59	84
19	18	27	36	81	33	79
56	95	51	40	44	61	89
78	67	29	61	95	68	50
94	63	35	33	93	71	43
37	39	72	71	75	39	13
96	32	81	53	61	24	24
67	99	85	66	12	22	16
37	22	62	48	56	77	46
13	100	52	69	15	16	55
54	42	18	28	43	100	100
38	12	17	25	70	30	51
63	39	67	11	100	31	76
21	35	63	23	29	22	89
14	16	34	92	19	66	50
20	89	99	51	60	53	11
58	94	42	67	48	95	38
91	84	43	92	36	63	100
65	98	55	85	42	44	31
31	44	30	16	16	28	55
53	100	77	26	43	86	53
95	99	26	87	22	22	38
37	65	73	46	99	71	46
41	49	75	52	63	82	64
45	34	45	69	31	42	30
63	51	49	34	64	81	37
82	61	87	38	93	92	74
57	92	94	95	68	44	73
62	99	80	36	38	92	42
74	34	80	13	40	26	41
32	41	59	98	23	46	74
13	35	32	89	74	31	94
98	96	99	31	26	47	72
40	47	17	15	10	49	50
43	55	74	70	82	47	24
33	62	90	60	97	87	66
42	40	60	79	16	98	74
35	68	95	11	35	25	89
13	94	24	43	59	64	82
92	19	72	28	30	68	36
70	51	15	88	73	59	75
45	39	92	28	77	83	62
89	15	73	97	12	80	59
21	70	85	55	19	80	58
13	94	20	53	96	99	35
36	83	56	77	27	48	93
70	69	80	51	41	19	63
10	22	21	24	67	99	83
86	53	77	67	75	61	60
31	90	84	31	30	27	29
69	66	10	40	24	18	92
91	68	51	76	56	77	40
80	87	12	29	27	82	71
13	91	44	68	35	88	98
26	26	31	71	32	82	99
26	76	35	24	84	16	98
17	51	81	67	58	35	61
12	29	11	72	53	16	70
33	65	34	86	58	88	33
28	65	44	45	38	33	24
42	51	30	19	84	92	34
84	27	31	63	31	64	13
20	59	79	79	18	67	24
53	27	52	22	52	19	91
75	30	90	45	78	80	17
53	19	97	95	75	77	96
28	27	94	82	20	70	25
14	78	45	88	12	97	47
77	42	56	54	33	56	65
84	42	50	78	87	21	82
65	39	12	38	84	69	43
65	29	19	15	27	74	17
90	31	59	40	95	51	52
76	80	37	71	30	39	70
46	96	27	72	91	55	40
82	62	25	79	66	90	49
91	65	74	18	74	26	48
85	90	71	74	47	31	47
13	18	48	53	78	76	80
12	42	36	91	44	23	75
92	84	54	100	75	93	51
66	64	13	89	56	11	12
18	60	57	83	19	26	50
18	94	28	70	72	58	75
60	64	96	57	16	95	92
80	82	68	94	68	29	90
59	36	80	48	57	85	57
33	54	100	99	97	86	56
16	28	36	41	49	55	64
62	44	43	62	47	73	81
54	87	87	59	26	53	11
75	95	58	34	67	40	61
84	95	84	41	22	74	59
58	48	69	36	80	19	97
20	88	18	10	92	78	76
32	83	44	90	43	14	89
30	65	26	54	24	42	99
77	29	97	61	86	26	51
57	49	49	100	89	42	24
24	43	69	92	96	41	89
22	60	84	87	91	97	65
24	25	47	43	48	81	100
100	41	18	43	66	79	50
47	36	47	21	95	22	83
71	22	39	38	82	87	41
92	14	90	49	56	77	32
78	80	25	51	56	15	57
11	26	90	38	68	12	17
32	54	85	64	78	41	34
71	31	76	59	97	92	23
79	58	42	11	15	25	91
29	51	14	54	31	51	64
47	13	68	96	30	59	94
92	42	99	14	94	86	94
76	49	15	37	53	47	24
72	50	14	67	71	88	35
50	28	22	66	21	12	29
12	87	84	83	33	25	56
77	47	41	46	60	11	12
58	72	82	11	73	97	75
13	41	21	53	27	72	21
91	98	95	44	90	94	71
26	31	82	94	40	90	60
16	74	49	74	65	11	96
100	27	11	37	69	75	22
64	83	97	21	38	84	17
11	33	61	32	93	93	26
29	89	26	86	33	11	38
59	81	51	12	65	46	12
29	34	31	82	16	61	13
62	94	29	19	39	14	83
13	90	18	86	45	72	98
82	10	96	19	12	98	65
39	50	47	74	48	61	83
76	14	99	53	55	72	58
69	60	72	13	15	49	36
65	32	76	77	87	35	21
17	55	92	99	59	16	98
82	51	96	95	63	88	47
78	85	50	58	40	46	37
77	62	20	11	62	82	81
55	91	72	55	86	11	78
12	16	94	42	75	51	32
59	52	36	66	24	22	62
47	57	65	73	79	92	81
94	26	38	34	71	51	86
91	72	74	84	69	76	66
12	55	45	26	81	48	55
40	86	95	91	52	76	22
89	50	24	90	66	17	20
53	77	50	90	21	14	79
69	48	85	90	45	54	40
36	46	10	30	39	15	28
42	100	24	84	10	37	30
10	17	98	99	12	25	87
54	48	83	41	40	31	19
98	47	53	77	19	69	27
87	42	14	79	49	84	69
16	79	80	60	46	50	77
30	59	99	27	22	10	25
72	71	74	38	37	34	22
32	34	34	47	91	92	42
81	70	86	76	49	18	76
80	29	83	64	89	58	88
25	76	67	72	31	44	74
18	60	40	89	41	36	18
84	58	93	56	30	54	49
58	82	82	77	74	79	32
56	28	84	49	88	36	83
68	89	42	28	54	60	74
66	49	11	56	19	45	100
67	83	100	45	75	75	18
15	77	47	13	78	41	81
22	19	20	17	53	63	53
35	28	12	27	15	76	35
36	71	72	77	51	60	17
27	95	30	64	67	86	74
59	51	14	71	18	33	79
23	95	84	43	11	49	92
34	51	14	86	27	64	74
84	37	19	38	29	14	100
32	62	97	55	40	87	82
20	30	53	22	89	25	55
70	47	21	23	72	41	92
45	63	52	75	20	31	73
25	68	51	85	77	84	66
61	19	38	64	65	64	54
50	40	14	70	24	76	10
95	37	31	36	46	53	96
35	65	39	29	74	72	80
31	25	49	26	14	77	16
53	37	50	14	35	12	67
76	20	57	60	69	31	70
51	42	86	16	46	100	69
45	39	43	33	93	82	37
91	18	15	98	63	76	66
60	75	78	74	57	31	91
65	96	52	59	29	16	68
91	12	25	81	35	94	84
88	89	39	12	81	13	21
25	60	39	78	51	15	50
71	28	88	19	20	95	37
56	17	72	43	19	42	28
100	42	78	80	99	86	97
13	17	30	32	44	51	13
12	21	67	77	98	27	24
69	28	56	84	62	14	96
19	68	88	14	52	60	22
57	98	55	33	17	63	71
71	21	52	74	95	72	22
35	84	44	70	20	98	100
100	60	53	51	18	82	20
59	17	21	44	20	16	62
18	84	15	54	81	26	86
47	51	39	92	85	28	26
92	89	87	77	90	78	76
95	53	50	34	40	32	15
52	15	40	28	86	76	31
42	81	31	83	76	19	10
17	59	98	63	32	56	28
62	49	29	71	16	92	38
19	48	11	100	40	29	56
67	16	83	18	69	97	82
73	56	64	71	24	19	67
10	17	21	33	17	28	26
16	20	51	82	62	31	93
45	52	46	14	53	71	40
56	56	86	54	55	77	32
57	99	93	49	72	10	65
22	20	49	12	72	96	56
26	82	72	63	41	87	36
10	99	47	61	25	32	75
93	63	42	86	23	14	83
66	90	16	92	50	54	44
71	20	13	85	89	84	17
94	98	29	74	19	95	48
80	19	32	86	75	63	65
34	63	51	80	47	11	26
27	93	39	71	25	62	13
28	22	13	88	93	50	28
44	69	90	34	92	67	80
22	69	55	42	17	66	47
25	74	48	14	14	63	58
18	19	13	95	37	88	23
66	72	33	30	62	92	42
19	74	77	45	93	82	16
42	12	61	60	14	62	74
81	54	79	78	70	96	64
54	12	92	54	11	12	36
38	84	50	83	44	43	75
28	94	30	75	38	92	18
92	73	86	84	65	49	96
31	65	94	60	34	98	26
16	78	79	62	40	40	56
65	72	11	55	69	22	15
79	21	42	42	86	86	85
76	87	46	89	90	25	45
33	96	25	54	84	69	86
81	67	71	44	36	24	95
72	33	18	81	35	29	20
23	48	14	30	25	81	30
45	51	17	47	34	74	99
81	83	56	96	12	76	76
100	59	14	14	71	61	42
43	19	77	70	47	35	100
93	91	41	76	68	11	25
10	92	12	35	46	71	73
93	18	46	70	76	59	46
28	66	66	49	26	29	79
39	86	51	74	36	64	83
30	43	92	38	70	66	39
92	65	18	13	85	64	49
24	81	24	18	55	61	41
44	52	21	70	52	55	50
13	20	59	82	90	55	17
23	95	91	100	100	34	79
91	13	28	24	47	95	100
82	29	74	41	58	36	36
73	47	66	44	77	10	34
76	48	85	53	35	87	62
85	27	10	30	91	99	92
85	84	73	72	12	65	55
34	29	60	43	87	95	50
28	22	96	68	67	13	60
36	69	31	60	87	63	66
92	99	53	66	33	32	11
17	95	78	86	13	41	20
47	76	85	26	14	18	61
34	54	50	80	28	38	28
68	18	19	65	74	81	79
21	54	41	37	19	89	48
67	37	18	66	64	42	64
93	96	58	46	64	66	17
89	54	11	49	46	100	86
86	31	11	73	27	44	12
75	31	84	82	32	80	11
58	67	38	47	35	57	90
65	39	53	100	41	47	76
96	57	43	97	26	77	49
56	99	82	27	62	61	55
97	99	92	42	37	78	18
80	98	66	28	42	83	79
65	82	61	44	56	21	14
78	84	59	32	32	55	15
31	17	55	32	18	68	55
87	100	25	61	67	96	85
64	36	99	74	72	80	75
19	57	91	58	47	25	71
64	63	88	15	51	17	19
47	80	42	67	76	56	87
19	10	55	43	84	32	65
76	74	30	74	21	92	12
48	86	33	49	83	71	42
70	45	82	93	60	69	17
47	70	94	97	21	64	47
29	74	27	13	23	84	54
19	54	49	31	51	43	29
70	51	87	93	85	34	76
12	70	15	39	17	52	24
68	65	59	22	79	78	79
91	54	68	40	29	99	53
83	45	68	27	64	95	18
36	79	44	86	55	34	63
52	29	15	63	80	41	20
70	61	99	87	38	80	79
41	97	30	71	53	54	26
44	47	56	72	37	12	12
13	93	88	89	62	29	52
83	19	62	71	60	21	33
93	14	40	87	18	98	76
39	20	94	24	97	31	64
91	44	71	73	80	41	21
97	81	10	60	93	57	36
17	13	86	79	19	35	64
48	73	55	18	11	37	64
59	35	68	29	20	42	59
31	34	59	66	98	23	59
63	16	80	78	30	82	20
49	77	58	49	40	55	71
20	72	37	21	47	72	74
27	72	37	21	13	45	34
90	76	94	46	36	31	40
13	39	62	43	41	54	95
69	60	54	25	50	96	13
42	46	49	99	32	89	55
41	23	75	43	43	86	68
58	10	62	32	99	66	63
55	75	20	25	66	89	70
14	59	62	96	70	85	13
30	87	26	92	56	32	56
61	65	19	62	44	91	55
99	43	42	54	70	99	43
43	64	32	79	33	46	60
42	39	29	79	76	43	69
94	15	17	88	88	70	80
21	30	80	58	61	16	47
98	14	79	11	82	34	59
33	50	64	12	87	60	21
91	54	51	99	73	97	17
45	32	23	69	62	93	65
89	14	43	12	45	76	77
18	92	46	70	96	65	27
43	23	16	45	62	100	89
98	47	55	74	19	38	72
27	83	43	72	22	26	20
93	17	49	10	19	30	15
59	22	30	33	54	37	15
79	95	80	44	91	80	83
26	45	86	88	58	63	49
82	43	28	33	17	65	63
30	47	50	13	71	84	89
23	15	23	30	55	94	49
77	66	55	92	45	55	77
84	84	27	27	65	22	18
14	41	42	25	51	80	85
72	98	51	42	81	34	21
26	62	57	50	82	12	92
22	90	50	46	90	27	100
63	62	54	49	99	72	50
98	60	12	88	14	62	68
66	58	64	38	10	53	32
95	32	57	57	85	95	43
25	89	93	71	63	49	27
90	83	25	85	10	40	47
20	83	36	82	71	78	20
14	70	48	18	10	64	34
22	63	63	36	64	69	40
92	24	85	10	96	61	95
53	26	98	15	52	40	29
90	94	36	94	50	87	20
67	38	10	32	61	78	88
34	71	93	90	28	43	52
58	31	56	15	91	68	53
82	88	60	62	22	37	20
10	32	15	77	91	48	65
80	53	30	47	20	85	37
12	80	29	87	65	59	73
68	88	76	93	51	62	88
100	77	75	77	21	33	81
17	40	16	30	32	79	94
18	80	50	98	29	33	50
80	55	83	24	87	46	14
19	75	24	90	40	76	65
44	94	82	35	26	68	78
28	57	79	79	16	80	17
61	39	24	82	12	65	50
25	51	18	62	13	40	64
10	50	71	54	49	62	36
42	87	35	64	39	39	82
87	20	56	91	30	75	44
33	100	34	82	66	75	51
30	61	78	43	29	91	100
77	66	13	44	76	46	76
43	25	57	25	96	70	27
65	34	19	30	78	34	72
87	74	59	32	65	46	21
60	34	33	29	55	23	17
32	89	98	30	95	75	46
57	11	80	55	73	13	90
36	21	93	15	81	87	84
37	65	33	90	38	66	60
13	62	63	22	39	54	36
33	96	39	63	88	100	55
71	64	26	61	79	39	56
30	80	67	52	92	16	77
62	63	37	80	40	79	15
49	26	89	18	13	24	49
53	83	23	42	33	50	16
11	11	32	59	73	12	34
94	65	81	66	43	28	91
82	54	14	81	71	30	100
88	52	28	91	44	78	60
50	54	92	45	22	56	88
43	48	71	10	47	32	44
79	27	92	58	46	31	23
60	88	33	55	44	22	49
38	60	97	44	46	16	36
97	93	80	35	93	70	95
10	26	72	52	59	73	45
60	67	27	12	33	52	94
31	49	73	63	47	13	28
57	55	74	64	75	100	70
50	13	44	81	50	15	44
16	18	76	82	37	11	63
26	15	42	78	33	87	36
57	84	100	11	29	57	59
72	87	57	40	95	75	24
12	33	75	97	10	92	60
35	59	50	79	80	21	16
73	11	83	24	65	71	64
13	89	19	13	77	65	11
20	79	60	28	32	29	85
10	20	12	23	64	81	11
68	33	48	12	48	73	87
47	58	88	57	45	25	27
70	77	40	37	60	76	56
61	35	33	64	26	31	80
34	92	17	52	66	74	96
34	62	24	27	28	86	61
87	72	61	78	23	24	65
24	40	62	14	35	25	86
28	61	65	26	19	57	89
44	51	76	17	31	41	34
17	74	12	31	88	30	56
90	67	23	79	66	84	49
56	52	10	87	25	18	74
42	73	71	86	67	74	27
68	54	30	61	70	33	85
33	64	87	100	29	31	20
43	31	35	86	100	50	100
73	16	88	22	85	17	35
16	40	41	31	33	85	90
68	17	84	64	90	78	30
15	90	23	23	55	32	42
67	12	70	33	24	47	62
13	94	94	87	26	60	35
93	46	63	38	81	95	83
16	28	88	74	92	21	63
48	77	25	18	60	99	57
69	15	95	22	76	85	51
47	79	25	73	50	50	80
97	21	75	19	44	85	43
31	30	66	29	93	40	64
52	90	68	81	86	18	48
13	38	85	37	82	94	20
39	77	98	89	37	75	85
27	43	69	32	77	86	55
96	57	56	58	63	52	86
46	30	66	56	68	21	61
83	53	74	89	40	79	39
51	96	96	82	93	89	83
80	84	68	39	75	68	47
59	28	25	51	90	20	61
75	79	90	28	47	21	88
57	72	64	98	68	46	99
60	89	66	90	14	78	65
57	99	66	20	24	61	80
73	84	30	82	24	37	33
90	97	84	74	100	12	25
37	69	22	36	17	42	80
66	11	50	83	86	88	99
41	33	93	92	25	60	27
68	88	73	85	65	82	89
83	19	56	69	83	13	36
33	56	83	28	25	13	42
68	80	80	77	88	31	77
96	89	98	43	20	69	68
63	23	18	57	58	69	42
59	82	15	53	68	93	46
43	69	55	37	84	83	76
100	85	13	29	86	17	12
49	48	49	57	87	90	89
48	57	13	93	56	53	28
100	83	90	60	14	84	66
72	77	66	42	71	77	30
12	50	45	65	69	78	73
62	30	52	36	65	99	45
49	69	67	75	99	15	32
72	76	16	16	72	56	28
48	74	56	75	69	78	26
56	76	57	81	30	12	29
57	25	55	34	20	35	26
96	33	93	49	28	40	53
70	59	40	38	42	91	80
60	57	100	59	21	28	80
16	67	56	70	16	75	68
91	14	37	59	69	17	47
100	55	32	41	70	15	58
78	85	94	83	15	77	40
63	56	76	23	76	94	77
57	57	82	82	74	69	79
85	50	51	84	93	13	79
49	95	97	56	10	80	47
93	34	10	33	64	99	69
39	49	64	89	49	58	75
28	63	64	86	62	60	95
29	25	64	97	96	51	52
83	55	34	65	61	32	39
33	21	93	47	60	24	19
57	20	67	24	29	59	69
18	73	13	92	34	64	74
73	12	94	45	49	78	96
69	82	44	44	25	65	86
53	19	73	55	36	71	22
77	44	99	24	24	42	16
31	27	37	78	84	83	35
54	62	89	35	79	85	60
56	31	34	81	73	97	99
70	93	97	56	49	79	18
88	10	37	14	28	24	27
33	86	61	72	84	61	10
86	71	11	16	30	58	34
33	26	97	31	91	55	83
12	10	64	44	11	57	38
57	63	45	45	66	97	88
63	76	59	11	15	57	14
66	27	40	67	86	58	76
10	33	28	70	52	21	12
31	43	52	20	25	17	47
24	93	75	25	57	58	14
80	40	65	83	68	49	45
97	57	87	17	53	91	41
84	89	58	71	95	13	11
84	68	35	37	67	67	50
81	60	64	59	99	13	66
74	10	15	92	36	43	47
91	38	78	54	56	14	65
49	18	58	70	69	35	36
83	33	53	19	85	11	78
68	86	92	85	96	78	88
48	80	16	23	64	73	52
97	87	76	29	71	75	64
37	53	30	28	55	20	11
64	11	11	95	45	25	61
19	63	11	95	60	28	59
83	94	89	26	76	47	35
17	79	41	48	57	16	11
20	31	80	62	33	93	47
83	54	41	72	86	99	57
82	40	69	39	71	15	13
94	58	66	58	59	69	39
70	39	97	78	67	84	58
11	45	70	44	19	51	15
26	66	52	76	82	80	28
37	85	94	88	61	51	56
45	60	40	57	75	39	92
16	57	89	96	98	37	12
94	22	87	23	78	59	86
95	55	100	83	27	70	73
93	27	21	87	97	93	16
52	16	92	28	70	16	29
14	66	51	78	99	96	14
74	55	44	51	10	81	61
97	12	53	10	49	63	58
32	62	31	35	26	25	33
98	17	41	75	85	47	82
11	12	73	80	34	20	68
99	10	32	77	35	72	26
69	27	11	61	32	69	10
69	53	58	50	83	33	33
75	75	90	24	94	61	96
42	96	54	18	74	32	41
